Date,Open,High,Low,Close,Adj Close,Volume
2005-01-03,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-01-04,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-01-05,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-01-06,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-01-07,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-01-10,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-01-11,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-01-12,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-01-13,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-01-14,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-01-17,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-01-18,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-01-19,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-01-20,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-01-24,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-01-25,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-01-27,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-01-28,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-01-31,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-02-01,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-02-02,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-02-03,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-02-04,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-02-07,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-02-08,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-02-09,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-02-10,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-02-11,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-02-14,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-02-15,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-02-16,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-02-17,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-02-18,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-02-21,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-02-22,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-02-23,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-02-24,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-02-25,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-02-28,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-03-01,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-03-02,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-03-03,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-03-04,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-03-07,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-03-08,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-03-09,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-03-10,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-03-11,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-03-14,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-03-15,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-03-16,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-03-17,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-03-18,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-03-21,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-03-22,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-03-23,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-03-24,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-03-28,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-03-29,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-03-30,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-03-31,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-04-01,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-04-04,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-04-05,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-04-06,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-04-07,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-04-08,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-04-11,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-04-12,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-04-13,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-04-15,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-04-18,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-04-19,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,438.5466003417969,0
2005-04-20,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,439.33843994140625,0
2005-04-21,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,439.33843994140625,0
2005-04-22,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,439.33843994140625,0
2005-04-25,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,439.33843994140625,0
2005-04-26,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,439.33843994140625,0
2005-04-27,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,439.33843994140625,0
2005-04-28,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,439.33843994140625,0
2005-04-29,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,439.33843994140625,0
2005-05-02,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,439.33843994140625,0
2005-05-03,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,439.33843994140625,0
2005-05-04,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,439.33843994140625,0
2005-05-05,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,439.33843994140625,0
2005-05-06,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,439.33843994140625,0
2005-05-09,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,439.33843994140625,0
2005-05-10,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,439.33843994140625,0
2005-05-11,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,439.33843994140625,0
2005-05-12,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,439.33843994140625,0
2005-05-13,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,439.33843994140625,0
2005-05-16,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,439.33843994140625,0
2005-05-17,527.0499877929688,527.0499877929688,527.0499877929688,527.0499877929688,439.33843994140625,0
