Date,Open,High,Low,Close,Adj Close,Volume
2005-01-03,580.0,604.0,576.0,601.0499877929688,326.96087646484375,544531
2005-01-04,517.0,616.0,517.0,612.0,332.91754150390625,546652
2005-01-05,602.0,603.0,552.0,566.0,307.8943176269531,1260932
2005-01-06,566.0,583.0,556.0,576.3499755859375,313.5244140625,600516
2005-01-07,579.0,582.0,566.5999755859375,572.4500122070312,311.4029541015625,412066
2005-01-10,579.9500122070312,580.0,565.0,576.2000122070312,313.44293212890625,194179
2005-01-11,574.0,579.0,561.3499755859375,571.0999755859375,310.6685485839844,258987
2005-01-12,575.0,579.0,541.0,550.1500244140625,299.2721862792969,218311
2005-01-13,556.0,564.0,543.3499755859375,554.2000122070312,301.475341796875,696707
2005-01-14,555.0,555.0,516.0,524.5499877929688,285.34625244140625,1323674
2005-01-17,535.0,535.0,514.3499755859375,521.8499755859375,283.87738037109375,355897
2005-01-18,530.0,543.7000122070312,510.0,535.9500122070312,291.547607421875,535547
2005-01-19,533.0,547.0,531.1500244140625,542.6500244140625,295.19232177734375,476896
2005-01-20,542.6500244140625,542.6500244140625,528.6500244140625,537.0,292.1187744140625,233280
2005-01-24,537.0,538.9000244140625,511.20001220703125,513.9500122070312,279.5800476074219,310108
2005-01-25,476.25,529.4000244140625,476.25,524.0999755859375,285.10137939453125,853635
2005-01-27,535.0,552.0,524.0,540.0,293.75067138671875,711695
2005-01-28,549.0,549.0,524.0,531.4000244140625,289.0725402832031,490910
2005-01-31,544.4000244140625,545.0,530.0,538.0999755859375,292.71710205078125,347239
2005-02-01,501.1000061035156,549.7000122070312,501.1000061035156,531.4500122070312,289.099609375,377106
2005-02-02,533.0,540.9000244140625,527.0499877929688,529.9500122070312,288.28369140625,294661
2005-02-03,534.7000122070312,539.5,531.0,533.9500122070312,290.45965576171875,291498
2005-02-04,535.0,546.75,533.2000122070312,542.7999877929688,295.27386474609375,368083
2005-02-07,545.0,554.0999755859375,530.0,533.4500122070312,290.1876525878906,370283
2005-02-08,526.0,538.0,524.0,528.4000244140625,287.4405517578125,232774
2005-02-09,529.0,539.7000122070312,524.0,529.6500244140625,288.12054443359375,480818
2005-02-10,531.0,538.0,528.2000122070312,532.4500122070312,289.64361572265625,224899
2005-02-11,540.0,552.4000244140625,531.0499877929688,550.3499755859375,299.38092041015625,562714
2005-02-14,554.0,567.5999755859375,553.0,563.9500122070312,306.77911376953125,480153
2005-02-15,562.8499755859375,562.8499755859375,551.5,555.5999755859375,302.23687744140625,187582
2005-02-16,557.8499755859375,560.0,541.3499755859375,548.7000122070312,298.4833984375,229449
2005-02-17,548.0,548.0,530.0499877929688,531.4000244140625,289.0725402832031,377157
2005-02-18,531.9500122070312,545.7000122070312,531.1500244140625,535.7999877929688,291.4659423828125,396001
2005-02-21,539.0,549.7999877929688,530.0,542.0,294.8386535644531,405137
2005-02-22,540.9000244140625,544.7000122070312,537.0,540.0,293.75067138671875,210325
2005-02-23,543.4000244140625,543.4000244140625,535.0,536.5999755859375,291.90118408203125,99166
2005-02-24,538.7000122070312,542.4000244140625,533.0499877929688,537.0999755859375,292.1732482910156,293838
2005-02-25,539.7999877929688,539.7999877929688,517.0,519.4000244140625,282.544677734375,289300
